// ACTIVE MODULES ;					---------;							---------;							---------;					---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							;									;									;									;									;									
//0;								1 ITEM ID;							2 ITEM NAME;						3 ITEM TYPE;				4 ITEM CLASS;						5 SUB CLASS;						6 icon image;						7 BASE SIZE;						8 BASE PRICE;						9 PREFAB ID;						10 ITEM LEVEL;						11 AMMO PREFAB ID;					12 STACKABLE ITEM;					13 CYCLE RATE;						14 TURN SPEED;						15 MAX RANGE;						16 MOBLITY RANGE;					17 PROJECTILE SPEED;				18 ENERGY USAGE;					19 DURABILITY POINTS;				20 BASE DAMAGE;						21 SPECIAL ABILITIES;				22 ITEM DESCRIPTION;				;									;									;									;									;									
MODULE;								1002;								Generic Single 20mm Gun;			Active Module;				20mm Turret;						GUN;								gun_2.png;							10;									1200;								1;									1;									1;									true;								3.0;								50;									1300;								-30.0/45.0/-80.0/80.0;				900;								2.00;								2000;								5;									0,0,0,0,0;							20mm single barrel, capable of firing 1 high velocity round. This 20mm Projectile gun is good for medium ranged combat against high speed ships. Requires 1 x 20mm ammo.;;;;;;				
ITEM;								609;								Surf-n-Turf;						Support;							Food;								Base;								ls_surf_n_turf.png;					93.5;								1230000;							0;									10;									none;								true;								3.50;								0;									0;									0;									0;									0;									0;									0;									0;									All synthesized food is processed from an original food item recovered from the Imperium. Each food item had to be restored before it could be manufactured and produced as liquid nutrition for us all.;;									;									;									;									;									

ITEM;								620;								Basic Filter;						Support;							Water;								Base;								ls_basic_filter.png;				10.0;								5000;								0;									1;									none;								true;								0.25;								0;									0;									0;									0;									0;									0;									0;									0;									Water filtration is extremely important when trying to conserve resources on your ship. A water filter will help offset the environmental effects of each sector on your water usage. ;;									;									;									;									;									
ITEM;								621;								Improved Filter;					Support;							Water;								Base;								ls_improved_filter.png;				15.0;								10000;								0;									2;									none;								true;								0.40;								0;									0;									0;									0;									0;									0;									0;									0;									Water filtration is extremely important when trying to conserve resources on your ship. A water filter will help offset the environmental effects of each sector on your water usage.;;									;									;									;									;									
ITEM;								622;								Advanced Filter;					Support;							Water;								Base;								ls_advanced_filter.png;				23.0;								17500;								0;									3;									none;								true;								0.55;								0;									0;									0;									0;									0;									0;									0;									0;									Water filtration is extremely important when trying to conserve resources on your ship. A water filter will help offset the environmental effects of each sector on your water usage.;;									;									;									;									;									
ITEM;								623;								Carbon Filter;						Support;							Water;								Base;								ls_carbon_filter.png;				28.0;								50000;								0;									4;									none;								true;								0.70;								0;									0;									0;									0;									0;									0;									0;									0;									Water filtration is extremely important when trying to conserve resources on your ship. A water filter will help offset the environmental effects of each sector on your water usage.;;									;									;									;									;									
ITEM;								624;								UV Filter;							Support;							Water;								Base;								ls_uv_filter.png;					36.0;								130000;								0;									5;									none;								true;								0.85;								0;									0;									0;									0;									0;									0;									0;									0;									Water filtration is extremely important when trying to conserve resources on your ship. A water filter will help offset the environmental effects of each sector on your water usage.;;									;									;									;									;									
ITEM;								625;								Synth Filter;						Support;							Water;								Base;								ls_uv_filter.png;					46.0;								240000;								0;									6;									none;								true;								1.05;								0;									0;									0;									0;									0;									0;									0;									0;									Water filtration is extremely important when trying to conserve resources on your ship. A water filter will help offset the environmental effects of each sector on your water usage.;;									;									;									;									;									
ITEM;								626;								SolarClean Filter;					Support;							Water;								Base;								ls_uv_filter.png;					55.0;								390000;								0;									7;									none;								true;								1.52;								0;									0;									0;									0;									0;									0;									0;									0;									Water filtration is extremely important when trying to conserve resources on your ship. A water filter will help offset the environmental effects of each sector on your water usage.;;									;									;									;									;									
ITEM;								627;								Hydrox Filter;						Support;							Water;								Base;								ls_uv_filter.png;					67.0;								520000;								0;									8;									none;								true;								2.24;								0;									0;									0;									0;									0;									0;									0;									0;									Water filtration is extremely important when trying to conserve resources on your ship. A water filter will help offset the environmental effects of each sector on your water usage.;;									;									;									;									;									
ITEM;								628;								Crystaline  Filter;					Support;							Water;								Base;								ls_uv_filter.png;					79.0;								790000;								0;									9;									none;								true;								2.89;								0;									0;									0;									0;									0;									0;									0;									0;									Water filtration is extremely important when trying to conserve resources on your ship. A water filter will help offset the environmental effects of each sector on your water usage.;;									;									;									;									;									
ITEM;								629;								AI Bio Filter;						Support;							Water;								Base;								ls_uv_filter.png;					94.0;								1230000;							0;									10;									none;								true;								3.50;								0;									0;									0;									0;									0;									0;									0;									0;									Water filtration is extremely important when trying to conserve resources on your ship. A water filter will help offset the environmental effects of each sector on your water usage.;;									;									;									;									;									

ITEM;								640;								Thermal Controller;					Support;							Thermal;							Base;								ls_thermal_cont.png;				10.0;								5000;								0;									1;									none;								true;								0.23;								0;									0;									0;									0;									0;									0;									0;									0;									Keeping your ship's command cabin at a comfortable temperature is one thing. Making sure your ship's electronics don't freeze up, or overheat is something else. Thermal life support devices are used to regulate tempurate onboard your ship.;;									;									;									;									;									
ITEM;								641;								Advanced Regulator;					Support;							Thermal;							Base;								ls_adv_regulator.png;				15.0;								10000;								0;									2;									none;								true;								0.40;								0;									0;									0;									0;									0;									0;									0;									0;									Keeping your ship's command cabin at a comfortable temperature is one thing. Making sure your ship's electronics don't freeze up, or overheat is something else. Thermal life support devices are used to regulate tempurate onboard your ship.;;									;									;									;									;									
ITEM;								642;								Temperature Genie;					Support;							Thermal;							Base;								ls_temp_genie.png;					23.0;								17500;								0;									3;									none;								true;								0.55;								0;									0;									0;									0;									0;									0;									0;									0;									Keeping your ship's command cabin at a comfortable temperature is one thing. Making sure your ship's electronics don't freeze up, or overheat is something else. Thermal life support devices are used to regulate tempurate onboard your ship.;;									;									;									;									;									
ITEM;								643;								Eco Regulator;						Support;							Thermal;							Base;								ls_eco_regulator.png;				29.0;								50000;								0;									4;									none;								true;								0.70;								0;									0;									0;									0;									0;									0;									0;									0;									Keeping your ship's command cabin at a comfortable temperature is one thing. Making sure your ship's electronics don't freeze up, or overheat is something else. Thermal life support devices are used to regulate tempurate onboard your ship.;;									;									;									;									;									
ITEM;								644;								OmniCon Regulator;					Support;							Thermal;							Base;								ls_omnicon.png;						38.0;								130000;								0;									5;									none;								true;								0.85;								0;									0;									0;									0;									0;									0;									0;									0;									Keeping your ship's command cabin at a comfortable temperature is one thing. Making sure your ship's electronics don't freeze up, or overheat is something else. Thermal life support devices are used to regulate tempurate onboard your ship.;;									;									;									;									;									
ITEM;								645;								Thermal Generex;					Support;							Thermal;							Base;								ls_thermal_cont.png;				46.0;								240000;								0;									6;									none;								true;								1.05;								0;									0;									0;									0;									0;									0;									0;									0;									Keeping your ship's command cabin at a comfortable temperature is one thing. Making sure your ship's electronics don't freeze up, or overheat is something else. Thermal life support devices are used to regulate tempurate onboard your ship.;;									;									;									;									;									
ITEM;								646;								Hyperion Regulator;					Support;							Thermal;							Base;								ls_adv_regulator.png;				55.0;								390000;								0;									7;									none;								true;								1.52;								0;									0;									0;									0;									0;									0;									0;									0;									Keeping your ship's command cabin at a comfortable temperature is one thing. Making sure your ship's electronics don't freeze up, or overheat is something else. Thermal life support devices are used to regulate tempurate onboard your ship.;;									;									;									;									;									
ITEM;								647;								Thermex Controller;					Support;							Thermal;							Base;								ls_temp_genie.png;					67.0;								520000;								0;									8;									none;								true;								2.24;								0;									0;									0;									0;									0;									0;									0;									0;									Keeping your ship's command cabin at a comfortable temperature is one thing. Making sure your ship's electronics don't freeze up, or overheat is something else. Thermal life support devices are used to regulate tempurate onboard your ship.;;									;									;									;									;									
ITEM;								648;								Habitax Regulator;					Support;							Thermal;							Base;								ls_eco_regulator.png;				79.0;								790000;								0;									9;									none;								true;								2.89;								0;									0;									0;									0;									0;									0;									0;									0;									Keeping your ship's command cabin at a comfortable temperature is one thing. Making sure your ship's electronics don't freeze up, or overheat is something else. Thermal life support devices are used to regulate tempurate onboard your ship.;;									;									;									;									;									
ITEM;								649;								Atmospawn Thermobox;				Support;							Thermal;							Base;								ls_omnicon.png;						93.0;								1230000;							0;									10;									none;								true;								3.50;								0;									0;									0;									0;									0;									0;									0;									0;									Keeping your ship's command cabin at a comfortable temperature is one thing. Making sure your ship's electronics don't freeze up, or overheat is something else. Thermal life support devices are used to regulate tempurate onboard your ship.;;									;									;									;									;									

ITEM;								660;								Disposables;						Support;							Waste;								Base;								ls_disposables.png;					10.0;								5000;								0;									1;									none;								true;								0.25;								0;									0;									0;									0;									0;									0;									0;									0;									Nothing says human like properly disposing of your waste material. Some of the more advance waste disposal systems will convert your waste into usable resources, allow your ship to fly that extra mile... to safety.;;									;									;									;									;									
ITEM;								661;								Containment Unit;					Support;							Waste;								Base;								ls_containment.png;					15.0;								10000;								0;									2;									none;								true;								0.40;								0;									0;									0;									0;									0;									0;									0;									0;									Nothing says human like properly disposing of your waste material. Some of the more advance waste disposal systems will convert your waste into usable resources, allow your ship to fly that extra mile... to safety.;;									;									;									;									;									
ITEM;								662;								Waste Processor;					Support;							Waste;								Base;								ls_waste_processor.png;				23.0;								17500;								0;									3;									none;								true;								0.55;								0;									0;									0;									0;									0;									0;									0;									0;									Nothing says human like properly disposing of your waste material. Some of the more advance waste disposal systems will convert your waste into usable resources, allow your ship to fly that extra mile... to safety.;;									;									;									;									;									
ITEM;								663;								Waste Burner;						Support;							Waste;								Base;								ls_waste_burner.png;				29.0;								50000;								0;									4;									none;								true;								0.70;								0;									0;									0;									0;									0;									0;									0;									0;									Nothing says human like properly disposing of your waste material. Some of the more advance waste disposal systems will convert your waste into usable resources, allow your ship to fly that extra mile... to safety.;;									;									;									;									;									
ITEM;								664;								Bio Converter;						Support;							Waste;								Base;								ls_bio_converter.png;				37.0;								130000;								0;									5;									none;								true;								0.85;								0;									0;									0;									0;									0;									0;									0;									0;									Nothing says human like properly disposing of your waste material. Some of the more advance waste disposal systems will convert your waste into usable resources, allow your ship to fly that extra mile... to safety.;;									;									;									;									;									
ITEM;								665;								Bio Disposables;					Support;							Waste;								Base;								ls_disposables.png;					46.0;								240000;								0;									6;									none;								true;								1.05;								0;									0;									0;									0;									0;									0;									0;									0;									Nothing says human like properly disposing of your waste material. Some of the more advance waste disposal systems will convert your waste into usable resources, allow your ship to fly that extra mile... to safety.;;									;									;									;									;									
ITEM;								666;								Containment Processor;				Support;							Waste;								Base;								ls_containment.png;					56.0;								390000;								0;									7;									none;								true;								1.52;								0;									0;									0;									0;									0;									0;									0;									0;									Nothing says human like properly disposing of your waste material. Some of the more advance waste disposal systems will convert your waste into usable resources, allow your ship to fly that extra mile... to safety.;;									;									;									;									;									
ITEM;								667;								Advanced Waste Unit;				Support;							Waste;								Base;								ls_waste_processor.png;				67.0;								520000;								0;									8;									none;								true;								2.24;								0;									0;									0;									0;									0;									0;									0;									0;									Nothing says human like properly disposing of your waste material. Some of the more advance waste disposal systems will convert your waste into usable resources, allow your ship to fly that extra mile... to safety.;;									;									;									;									;									
ITEM;								668;								Biowaste Processor ;				Support;							Waste;								Base;								ls_waste_burner.png;				80.5;								790000;								0;									9;									none;								true;								2.89;								0;									0;									0;									0;									0;									0;									0;									0;									Nothing says human like properly disposing of your waste material. Some of the more advance waste disposal systems will convert your waste into usable resources, allow your ship to fly that extra mile... to safety.;;									;									;									;									;									
ITEM;								669;								Fusion Biomax;						Support;							Waste;								Base;								ls_bio_converter.png;				95.0;								1230000;							0;									10;									none;								true;								3.50;								0;									0;									0;									0;									0;									0;									0;									0;									Nothing says human like properly disposing of your waste material. Some of the more advance waste disposal systems will convert your waste into usable resources, allow your ship to fly that extra mile... to safety.;;									;									;									;									;									

ITEM;								690;								Light Shield Charge;				Support;							Usable;								Boost;								shield_charge_1.png;				25.0;								15000;								0;									3;									Shield;								true;								150;								0;									0;									0;									0;									0;									0;									0;									0;									A Shield Charge will provide an additional boost to the shields of your ship. This charge will deliver +150 shield points.;;									;									;									;									;									
ITEM;								670;								Medium Shield Charge;				Support;							Usable;								Boost;								shield_charge_1.png;				100.0;								120000;								0;									6;									Shield;								true;								600;								0;									0;									0;									0;									0;									0;									0;									0;									A Shield Charge will provide an additional boost to the shields of your ship. This charge will deliver +600 shield points.;;									;									;									;									;									
ITEM;								671;								Heavy Shield Charge;				Support;							Usable;								Boost;								shield_charge_1.png;				250.0;								280000;								0;									9;									Shield;								true;								1700;								0;									0;									0;									0;									0;									0;									0;									0;									A Shield Charge will provide an additional boost to the shields of your ship. This charge will deliver +1700 shield points.;;									;									;									;									;									

ITEM;								691;								Light Armor Repair;					Support;							Usable;								Boost;								armor_charge_1.png;					25.0;								30000;								0;									3;									Armor;								true;								150;								0;									0;									0;									0;									0;									0;									0;									0;									Armor Nanobots will provide repair the damaged armor of your ship. These nanobots will repair +150 armor points before they expire.;;									;									;									;									;									
ITEM;								672;								Medium Armor Repair;				Support;							Usable;								Boost;								armor_charge_1.png;					100.0;								210000;								0;									6;									Armor;								true;								600;								0;									0;									0;									0;									0;									0;									0;									0;									Armor Nanobots will provide repair the damaged armor of your ship. These nanobots will repair +600 armor points before they expire.;;									;									;									;									;									
ITEM;								673;								Heavy Armor Repair;					Support;							Usable;								Boost;								armor_charge_1.png;					250.0;								400000;								0;									9;									Armor;								true;								2000;								0;									0;									0;									0;									0;									0;									0;									0;									Armor Nanobots will provide repair the damaged armor of your ship. These nanobots will repair +1700 armor points before they expire.;;									;									;									;									;									

ITEM;								692;								Light Energy Charge;				Support;							Usable;								Boost;								energy_charge_1.png;				25.0;								16000;								0;									3;									Energy;								true;								150;								0;									0;									0;									0;									0;									0;									0;									0;									An Energy Charge will provide a nice boost of energy to your ship's energy core. +150 points of energy power will be transfered to your ship.;;									;									;									;									;									
ITEM;								674;								Medium Energy Charge;				Support;							Usable;								Boost;								energy_charge_1.png;				100.0;								130000;								0;									6;									Energy;								true;								600;								0;									0;									0;									0;									0;									0;									0;									0;									An Energy Charge will provide a nice boost of energy to your ship's energy core. +600 points of energy power will be transfered to your ship.;;									;									;									;									;									
ITEM;								675;								Heavy Energy Charge;				Support;							Usable;								Boost;								energy_charge_1.png;				250.0;								290000;								0;									9;									Energy;								true;								2000;								0;									0;									0;									0;									0;									0;									0;									0;									An Energy Charge will provide a nice boost of energy to your ship's energy core. +1700 points of energy power will be transfered to your ship.;;									;									;									;									;									

ITEM;								693;								Small Life Support Pack;			Support;							Usable;								Boost;								lifesupport_charge_1.png;			25.0;								12000;								0;									3;									LifeSupport;						true;								150;								0;									0;									0;									0;									0;									0;									0;									0;									The Emergency Life Support Kit is a very important item. It can keep you alive in an emergency. They are heavy and take up lots of space, but worth it in a jam. +150 to Life Support systems.;;									;									;									;									;									
ITEM;								676;								Medium Life Support Pack;			Support;							Usable;								Boost;								lifesupport_charge_1.png;			100.0;								100000;								0;									6;									LifeSupport;						true;								600;								0;									0;									0;									0;									0;									0;									0;									0;									The Emergency Life Support Kit is a very important item. It can keep you alive in an emergency. They are heavy and take up lots of space, but worth it in a jam. +600 to Life Support systems.;;									;									;									;									;									
ITEM;								677;								Large Life Support Pack;			Support;							Usable;								Boost;								lifesupport_charge_1.png;			250;								215000;								0;									9;									LifeSupport;						true;								2000;								0;									0;									0;									0;									0;									0;									0;									0;									The Emergency Life Support Kit is a very important item. It can keep you alive in an emergency. They are heavy and take up lots of space, but worth it in a jam. +2000 to Life Support systems.

ITEM;								700;								Light Shield Bomb;					Support;							Usable;								Bomb;								bomb_1.png;							14.46;								5000;								0;									3;									AOE;								true;								0;									Shield;								-0.20;								50;									500;								5;									0;									0;									0;									This tactical bomb will deliver continuous damage to the shields of any ship that passes through the field. Be careful when using this device around friendly factions.;;									;									;									;									;									
ITEM;								678;								Medium Shield Bomb;					Support;							Usable;								Bomb;								bomb_1.png;							15.26;								25000;								0;									6;									AOE;								true;								0;									Shield;								-0.20;								50;									500;								5;									0;									0;									0;									This tactical bomb will deliver continuous damage to the shields of any ship that passes through the field. Be careful when using this device around friendly factions.;;									;									;									;									;									
ITEM;								679;								Heavy Shield Bomb;					Support;							Usable;								Bomb;								bomb_1.png;							17.46;								145000;								0;									9;									AOE;								true;								0;									Shield;								-0.20;								50;									500;								5;									0;									0;									0;									This tactical bomb will deliver continuous damage to the shields of any ship that passes through the field. Be careful when using this device around friendly factions.;;									;									;									;									;									

ITEM;								701;								Light Armor Bomb;					Support;							Usable;								Bomb;								bomb_2.png;							15.02;								5000;								1;									3;									AOE;								true;								0;									Armor;								-0.20;								50;									500;								5;									0;									0;									0;									This tactical bomb will deliver continuous damage to the armor of any ship that passes through the field. Be careful when using this device around friendly factions.;;									;									;									;									;									
ITEM;								680;								Medium Armor Bomb;					Support;							Usable;								Bomb;								bomb_2.png;							17.72;								25000;								1;									6;									AOE;								true;								0;									Armor;								-0.20;								50;									500;								5;									0;									0;									0;									This tactical bomb will deliver continuous damage to the armor of any ship that passes through the field. Be careful when using this device around friendly factions.;;									;									;									;									;									
ITEM;								681;								Heavy Armor Bomb;					Support;							Usable;								Bomb;								bomb_2.png;							20.07;								145000;								1;									9;									AOE;								true;								0;									Armor;								-0.20;								50;									500;								5;									0;									0;									0;									This tactical bomb will deliver continuous damage to the armor of any ship that passes through the field. Be careful when using this device around friendly factions.;;									;									;									;									;									

ITEM;								710;								Small Web Field;					Support;							Usable;								Bomb;								bomb_5a.png;						16.02;								5000;								4;									3;									AOE;								true;								0;									Web;								-0.25;								50;									500;								5;									0;									0;									0;									A powerful small magnetic field is created that inhibits all drives systems from operating at full capacity. This tactical device will slow all ships within the area of effect for a short time. ;;									;									;									;									;									
ITEM;								711;								Medium Web Field;					Support;							Usable;								Bomb;								bomb_5b.png;						19.15;								25000;								4;									6;									AOE;								true;								0;									Web;								-0.5;								50;									1000;								9;									0;									0;									0;									A powerful medium sized magnetic field is created that inhibits all drives systems from operating at full capacity. This tactical device will slow all ships within the area of effect for a short time. ;;									;									;									;									;									
ITEM;								712;								Large Web Field;					Support;							Usable;								Bomb;								bomb_5c.png;						22.39;								150000;								4;									9;									AOE;								true;								0;									Web;								-0.75;								50;									1500;								13;									0;									0;									0;									A powerful large magnetic field is created that inhibits all drives systems from operating at full capacity. This tactical device will slow all ships within the area of effect for a short time. ;;									;									;									;									;									

ITEM;								702;								Energy Bomb;						Support;							Usable;								Bomb;								bomb_3.png;							14.54;								5000;								2;									1;									AOE;								true;								0;									Energy;								-0.20;								50;									500;								5;									0;									0;									0;									This tactical bomb will deliver continuous damage to the energy of any ship that passes through the field. Be careful when using this device around friendly factions.;;									;									;									;									;									

ITEM;								703;								Small LS Bomb;						Support;							Usable;								Bomb;								bomb_4.png;							14.39;								5000;								3;									1;									AOE;								true;								0;									LifeSupport;						-0.20;								50;									500;								5;									0;									0;									0;									This tactical bomb will deliver continuous damage to the life support systems of any ship that passes through the field. Be careful when using this device around friendly factions.;;									;									;									;									;									

ITEM;								735;								Generic Construction Platform;		Support;							Usable;								Structure;							conplat_1.png;						1000.0;								2500000.0;							0;									10;									Structure;							true;								0;									structure_platform_1;				0;									0;									0;									0;									0;									0;									0;									The construction platform is used as a base foundation for all structures in the Astrox universe. Once the Construction Platform has been assembled, materials can be delivered to the platform for upgrades and construction.;;									;									;									;									;									
ITEM;								736;								Basic Skill Manual;					Support;							Usable;								Skillpoints;						skillbook_1.png;					1.0;								100000.0;							0;									6;									Skillpoints;						true;								2;									0;									0;									0;									0;									0;									0;									0;									0;									These ancient skill books are rare and long sought after by many pilots in search of higher knowledge. Using this item will add 2 additional skill points to the pilot.;;									;									;									;									;									
ITEM;								737;								Advanced Skill Manual;				Support;							Usable;								Skillpoints;						skillbook_2.png;					1.5;								500000.0;							0;									8;									Skillpoints;						true;								5;									0;									0;									0;									0;									0;									0;									0;									0;									These ancient skill books are rare and long sought after by many pilots in search of higher knowledge. Using this item will add 5 additional skill points to the pilot.;;									;									;									;									;									
ITEM;								738;								Elite Skill Manual;					Support;							Usable;								Skillpoints;						skillbook_3.png;					2.0;								1200000.0;							0;									10;									Skillpoints;						true;								10;									0;									0;									0;									0;									0;									0;									0;									0;									These ancient skill books are rare and long sought after by many pilots in search of higher knowledge. Using this item will add 10 additional skill points to the pilot.;;									;									;									;									;									

// -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------;
//;	DRONES																																																																																																																												unused								range								speed								hp									energy								specials (color rgb#strength)		cargomax							special val
ITEM;								720;								Small Mining Drone;					Support;							Usable;								Drone;								drone_1a.png;						10;									6000;								0;									1;									Drone;								true;								0;									Mining;								1000;								25;									250;								250;								0.7,1,0,1#2.0#0#0#0#0#0#0#0#0#0;	10;									0;									This mining drone can be used to extract resources remotely. It has limited range, and a cargo bay for storing ore.;;;;;;
ITEM;								732;								Medium Mining Drone;				Support;							Usable;								Drone;								drone_1a.png;						15;									15000;								0;									2;									Drone;								true;								0;									Mining;								1500;								30;									300;								400;								0.7,1,0,1#3.0#0#0#0#0#0#0#0#0#0;	20;									0;									This mining drone can be used to extract resources remotely. It has limited range, and a cargo bay for storing ore.;;;;;;
ITEM;								730;								Improved Mining Drone;				Support;							Usable;								Drone;								drone_1a.png;						27;									45000;								0;									4;									Drone;								true;								0;									Mining;								2500;								35;									350;								500;								0.7,1,0,1#5.0#0#0#0#0#0#0#0#0#0;	30;									0;									This mining drone can be used to extract resources remotely. It has limited range, and a cargo bay for storing ore.;;;;;;
ITEM;								733;								Large Mining Drone;					Support;							Usable;								Drone;								drone_1a.png;						39;									100000;								0;									6;									Drone;								true;								0;									Mining;								3500;								40;									400;								650;								0.7,1,0,1#8.0#0#0#0#0#0#0#0#0#0;	50;									0;									This mining drone can be used to extract resources remotely. It has limited range, and a cargo bay for storing ore.;;;;;;
ITEM;								731;								Heavy Mining Drone;					Support;							Usable;								Drone;								drone_1a.png;						55;									165000;								0;									8;									Drone;								true;								0;									Mining;								4500;								45;									500;								800;								0.7,1,0,1#12.0#0#0#0#0#0#0#0#0#0;	75;									0;									This mining drone can be used to extract resources remotely. It has limited range, and a cargo bay for storing ore.;;;;;;
ITEM;								734;								Titan Mining Drone;					Support;							Usable;								Drone;								drone_1a.png;						75;									250000;								0;									10;									Drone;								true;								0;									Mining;								5500;								50;									600;								1000;								0.7,1,0,1#17.0#0#0#0#0#0#0#0#0#0;	100;								0;									This mining drone can be used to extract resources remotely. It has limited range, and a cargo bay for storing ore.;;;;;;

ITEM;								721;								Small Combat Drone;					Support;							Usable;								Drone;								drone_2a.png;						10;									6000;								0;									1;									Drone;								true;								0;									Attack;								1000;								25;									250;								250;								1,0,0,1#0#5.0#0#0#0#0#0#0#0#0;		5;									40;									This attack drone can be used to deliver damage to enemy ships and structures. It has a limited range, and does not have any additional cargo space.;;									;									;									;									;									
ITEM;								740;								Medium Combat Drone;				Support;							Usable;								Drone;								drone_2a.png;						15;									15000;								0;									2;									Drone;								true;								0;									Attack;								1500;								30;									300;								400;								1,0,0,1#0#17.0#0#0#0#0#0#0#0#0;		5;									40;									This attack drone can be used to deliver damage to enemy ships and structures. It has a limited range, and does not have any additional cargo space.;;									;									;									;									;									
ITEM;								741;								Improved Combat Drone;				Support;							Usable;								Drone;								drone_2a.png;						27;									45000;								0;									4;									Drone;								true;								0;									Attack;								2500;								35;									350;								500;								1,0,0,1#0#30.0#0#0#0#0#0#0#0#0;		5;									40;									This attack drone can be used to deliver damage to enemy ships and structures. It has a limited range, and does not have any additional cargo space.;;									;									;									;									;									
ITEM;								742;								Large Combat Drone;					Support;							Usable;								Drone;								drone_2a.png;						39;									100000;								0;									6;									Drone;								true;								0;									Attack;								3500;								40;									400;								650;								1,0,0,1#0#45.0#0#0#0#0#0#0#0#0;		5;									40;									This attack drone can be used to deliver damage to enemy ships and structures. It has a limited range, and does not have any additional cargo space.;;									;									;									;									;									
ITEM;								743;								Heavy Combat Drone;					Support;							Usable;								Drone;								drone_2a.png;						55;									165000;								0;									8;									Drone;								true;								0;									Attack;								4500;								45;									500;								800;								1,0,0,1#0#60.0#0#0#0#0#0#0#0#0;		5;									40;									This attack drone can be used to deliver damage to enemy ships and structures. It has a limited range, and does not have any additional cargo space.;;									;									;									;									;									
ITEM;								744;								Titan Combat Drone;					Support;							Usable;								Drone;								drone_2a.png;						75;									250000;								0;									10;									Drone;								true;								0;									Attack;								5500;								50;									600;								1000;								1,0,0,1#0#75.0#0#0#0#0#0#0#0#0;		5;									40;									This attack drone can be used to deliver damage to enemy ships and structures. It has a limited range, and does not have any additional cargo space.;;									;									;									;									;									

ITEM;								722;								Small Defense Drone;				Support;							Usable;								Drone;								drone_3a.png;						10;									6000;								0;									1;									Drone;								true;								0;									Defense;							1000;								25;									250;								250;								1,0.5,1,1#0#0#0.15#0#0#0#0#0#0#0;	5;									0;									This defense drone can be used to destroy incoming missiles from enemy ships and structures. It has a limited range, and does not have any additional cargo space.;;									;									;									;									;									
ITEM;								745;								Medium Defense Drone;				Support;							Usable;								Drone;								drone_3a.png;						15;									15000;								0;									2;									Drone;								true;								0;									Defense;							1500;								30;									300;								400;								1,0.5,1,1#0#0#0.25#0#0#0#0#0#0#0;	5;									0;									This defense drone can be used to destroy incoming missiles from enemy ships and structures. It has a limited range, and does not have any additional cargo space.;;									;									;									;									;									
ITEM;								746;								Improved Defense Drone;				Support;							Usable;								Drone;								drone_3a.png;						27;									45000;								0;									4;									Drone;								true;								0;									Defense;							2500;								35;									350;								500;								1,0.5,1,1#0#0#0.40#0#0#0#0#0#0#0;	5;									0;									This defense drone can be used to destroy incoming missiles from enemy ships and structures. It has a limited range, and does not have any additional cargo space.;;									;									;									;									;									
ITEM;								747;								Large Defense Drone;				Support;							Usable;								Drone;								drone_3a.png;						39;									100000;								0;									6;									Drone;								true;								0;									Defense;							3500;								40;									400;								650;								1,0.5,1,1#0#0#0.60#0#0#0#0#0#0#0;	5;									0;									This defense drone can be used to destroy incoming missiles from enemy ships and structures. It has a limited range, and does not have any additional cargo space.;;									;									;									;									;									
ITEM;								748;								Heavy Defense Drone;				Support;							Usable;								Drone;								drone_3a.png;						55;									165000;								0;									8;									Drone;								true;								0;									Defense;							4500;								45;									500;								800;								1,0.5,1,1#0#0#0.80#0#0#0#0#0#0#0;	5;									0;									This defense drone can be used to destroy incoming missiles from enemy ships and structures. It has a limited range, and does not have any additional cargo space.;;									;									;									;									;									
ITEM;								749;								Titan Defense Drone;				Support;							Usable;								Drone;								drone_3a.png;						75;									250000;								0;									10;									Drone;								true;								0;									Defense;							5500;								50;									600;								1000;								1,0.5,1,1#0#0#0.92#0#0#0#0#0#0#0;	5;									0;									This defense drone can be used to destroy incoming missiles from enemy ships and structures. It has a limited range, and does not have any additional cargo space.;;									;									;									;									;									

ITEM;								723;								Small Repair Drone;					Support;							Usable;								Drone;								drone_4a.png;						10;									6000;								0;									1;									Drone;								true;								0;									Repair;								1000;								25;									250;								250;								0,1,0,1#0#0#0#2.0#0#0#0#0#0#0;		5;									0;									This repair drone can be used to repair armor in the field. These drones can repair ship and structures alike. It has a limited range, and does not have any cargo space.;;									;									;									;									;									
ITEM;								750;								Medium Repair Drone;				Support;							Usable;								Drone;								drone_4a.png;						15;									15000;								0;									2;									Drone;								true;								0;									Repair;								1500;								30;									300;								400;								0,1,0,1#0#0#0#5.0#0#0#0#0#0#0;		5;									0;									This repair drone can be used to repair armor in the field. These drones can repair ship and structures alike. It has a limited range, and does not have any cargo space.;;									;									;									;									;									
ITEM;								751;								Improved Repair Drone;				Support;							Usable;								Drone;								drone_4a.png;						27;									45000;								0;									4;									Drone;								true;								0;									Repair;								2500;								35;									350;								500;								0,1,0,1#0#0#0#10.0#0#0#0#0#0#0;		5;									0;									This repair drone can be used to repair armor in the field. These drones can repair ship and structures alike. It has a limited range, and does not have any cargo space.;;									;									;									;									;									
